event_id,timestamp,event_type,user_id,details,session_id
evt_20260113213302692071,2026-01-13T21:33:02.692100,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': False}",current_session
evt_20260114211217253242,2026-01-14T21:12:17.253269,app_start,current_user,{},current_session
evt_20260114211559809219,2026-01-14T21:15:59.809237,app_start,current_user,{},current_session
evt_20260114211859375817,2026-01-14T21:18:59.375849,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': False}",current_session
evt_20260114212150416128,2026-01-14T21:21:50.416152,app_start,current_user,{},current_session
evt_20260114212559528185,2026-01-14T21:25:59.528212,app_start,current_user,{},current_session
evt_20260114212631152514,2026-01-14T21:26:31.152536,app_start,current_user,{},current_session
evt_20260114213755195962,2026-01-14T21:37:55.195985,app_start,current_user,{},current_session
evt_20260114213822511342,2026-01-14T21:38:22.511367,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260114213931164139,2026-01-14T21:39:31.164170,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': False}",current_session
evt_20260114214244828531,2026-01-14T21:42:44.828554,app_start,current_user,{},current_session
evt_20260114214301233718,2026-01-14T21:43:01.233746,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260114215115231441,2026-01-14T21:51:15.231473,app_start,current_user,{},current_session
evt_20260114215130415380,2026-01-14T21:51:30.415407,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260114215152255417,2026-01-14T21:51:52.255440,chat_session_start,current_user,"{'topic': 'Kareköklü Sayılar ve Alan Hesaplama', 'question_id': None}",current_session
evt_20260114220121370803,2026-01-14T22:01:21.370824,app_start,current_user,{},current_session
evt_20260114220149927503,2026-01-14T22:01:49.927530,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': False}",current_session
evt_20260114220232036256,2026-01-14T22:02:32.036282,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260114220903467217,2026-01-14T22:09:03.467236,app_start,current_user,{},current_session
evt_20260114221830094308,2026-01-14T22:18:30.094335,app_start,current_user,{},current_session
